feature,threshold
8,2.31
23,0.9928398775263155
4,1.0571403725789474
11,0.0
26,0.0
10,1.21
9,1.0
0,1.0
5,0.0
26,223.2513231263159
7,0.5720788242631578
18,5.482645368157895
22,13.12402041631579
25,1.0
13,6.937087369210526
26,4.346283973
18,1.656716418
13,54.59170653684211
2,0.0
2,0.0
25,1.0
12,1503.4736842105262
10,0.0
15,510.43679872631594
24,6.590226032052632
24,3.074985354
1,0.0
4,0.0
22,28.811011253157893
4,0.0
24,59.665910795789294
22,54.25588108473684
7,0.0
26,1564.826343
15,221.62375623157865
11,0.0
6,0.0
8,0.0
9,0.0
17,0.7257991137894737
26,83.80830424631559
26,0.0
21,4.0
2,0.0
19,102.07925159999999
10,0.69
24,14.609019518947349
10,7.119999999999999
1,0.0
16,0.6051846671578948
16,1.9516142395789473
14,2743.6315789473665
5,1.0
19,0.840118447
16,1.3105260975263158
16,1.6616858271052632
16,5.44047262131579
13,34.99739499421054
2,0.0
3,0.29915768836842105
25,2.0
5,1.0
11,0.0
18,2.731374832736842
22,7.589085057789472
22,73.05802325631578
7,0.693147181
9,1.0
14,41.0
18,3.194426455894737
0,0.500384826263158
9,0.0
11,0.0
15,6.2632289489473685
17,0.1532197747368421
3,0.2461258704210526
21,1.0
22,0.0
18,3.8304018327368423
8,2.55
1,0.0
9,1.0
12,55030.05263157895
3,0.07425561063157896
4,3.205727527
11,0.0
14,89.6842105263158
26,5.227662883052631
11,0.0
21,2.0
12,11949.0
4,0.2389999414210526
16,2.0316934033157903
13,101.34631578947366
7,0.0
22,302.4390318263154
25,0.0
20,2.116144168736842
8,3.2152631578947366
24,5.34551495
7,0.0
6,0.0
26,8.098139903
23,0.04228964299999999
10,2.11
5,1.0
10,5.164736842105257
1,1.0
21,2.0
7,0.19894878710526312
11,0.0
0,1.0
5,1.0
18,2.0
14,28190.0
13,128.406454
1,1.0
9,1.0
19,0.4516996548947368
22,163.3489846105259
7,0.0
0,1.0
20,1.482385741473684
20,2.6139128353684207
4,0.0
2,0.0
4,1.9536314467368423
24,29.24029723421052
7,1.320402102
25,1.0
11,0.0
6,0.0
25,1.0
13,28.156418901052632
18,3.293543815105263
12,2046.0
7,0.0
23,0.684091834368421
16,3.725563745
18,3.620031532473684
6,0.0
1,0.0
19,31.091821535789485
26,0.0
9,1.0
8,0.0
18,2.5529442615263154
19,2.428043814631577
18,2.292298288263158
18,1.9895137285263158
0,1.0
17,1.097077098
22,81.75509335105264
25,1.0
3,0.2334570452105263
14,26.0
26,0.032413573
9,0.0
13,163.91056588421048
19,6.657100278736841
21,2.0
11,0.0
3,0.37717754636842116
3,0.12510711742105263
2,0.0
19,1.263216000578947
11,0.0
8,2.0
15,285.0620672947363
8,188.34
1,1.0
4,0.0
23,0.002643775
8,3.62
4,1.6528240417368418
20,7.624159255
3,0.0
12,400.0
13,2802.137099
18,31.409675084210534
3,0.20255591242105264
17,0.36798997289473684
23,0.13955442042105262
5,0.0
13,12.236839733157893
20,1.9022125351052632
19,2.1182984146315786
17,0.58381512
22,4340.178010000001
2,0.0
7,0.0
4,0.0
0,0.0
16,0.9380210940000001
5,0.0
18,2.3954739438421053
24,7.260420403842103
14,4633.999999999975
19,1.0048022778421053
1,1.0
25,2.0
0,1.0
12,800.0
0,0.968197702
15,61.94192876368422
6,0.48496994600000004
17,0.8288388365789474
18,2.583877844157895
25,2.0
13,76.28573975999998
6,0.0
17,0.819650135
17,1.3658841461052629
19,1.583020312736842
8,2.74
3,0.21021625800000002
19,0.0
3,0.1602645677368421
1,1.0
20,2.9795087819999995
4,0.816466736789474
12,40.0
4,1.2088105174736832
24,10.212296416842108
23,0.9176204509999999
4,1.4380906213157894
24,11.398537004210526
11,0.0
1,1.0
1,1.0
0,1.0
16,0.0
25,1.0
7,0.0
21,1.0
15,75.45612588999994
24,1.0
24,4.506459817210526
0,0.0
1,1.0
20,2.4134764188421056
26,0.0
1,1.0
13,14.34282812473684
5,0.0
17,0.6800668292105263
9,2.0
14,362.68421052631584
19,0.9176504618421053
22,0.0
23,0.5549098124736842
2,0.0
3,0.0
10,23.678947368421063
0,0.0
9,2.0
16,3.202818822736841
22,428.5365010368422
9,2.0
4,0.536679447
17,0.0
12,6461.263157894737
15,44.60525965473684
8,2.97
12,147912.63157894733
25,1.0
6,0.0
20,1.322043073263158
23,0.5879702979473683
11,0.0
13,278.4077406368416
20,3.4363561646842102
3,0.0
0,1.0
0,1.0
16,7.866449154
17,4.988895371
2,0.0
3,0.15134360010526318
10,1.7289473684210526
12,26903.0
20,0.0
16,2.2907444673157893
0,0.6882299853157894
16,2.500281894631579
3,0.28042590863157896
1,1.0
15,2.612886148578947
22,8.795283339684211
13,10.36664185
21,4.105263157894711
25,29.263157894736878
4,1.0261841949473682
20,3.7319876929999984
8,3.8478947368421044
11,0.0
1,1.0
9,2.0
22,5.011230104315789
6,0.5
2,0.0
3,0.448985064
19,1.4142135619999998
17,2.530522139210526
26,33.968548962105245
12,129.26315789473682
2,0.022727273
24,5.665499275736842
15,17.48441306105263
2,0.0
6,0.0
19,19.179210309473632
21,129.0
12,76190.0
25,0.0
13,23.560285241052632
10,0.8247368421052631
9,0.0
6,0.0
12,4426259.0
15,133.5016670105263
6,0.19164039257894708
8,4.2368421052631575
11,0.0
25,1.0
2,0.0
22,20.449017066315786
18,4.31523797852631
19,0.05722821831578946
12,462709.47368421056
19,1.735686904263158
17,1.4675938005263156
16,2.7261868864736845
18,2.967375132
23,0.960610025736842
15,1793.0525059999998
21,3.0
23,0.8260483834210525
8,2.35
0,1.0
5,0.0
15,20.504476427368413
5,0.0
21,66.84210526315786
5,1.0
5,1.0
12,129694.94736842104
23,0.7273502863157895
21,24.26315789473682
0,1.0
25,3.0
12,41314.63157894737
1,0.0
7,0.0
19,1.498242304105263
2,0.0
16,0.9985679947368415
23,0.8660155043157892
7,0.0
12,101315.36842105255
26,22.77379652473684
10,0.0
10,1.553684210526316
13,8.034613439578946
17,1.1639061390526317
24,24.631425311578944
8,2.6236842105263154
14,7810.157894736843
17,0.6390854358947368
1,1.0
9,2.0
0,0.5
15,8.713523966421052
2,0.0
7,0.693147181
25,7.5263157894735855
5,1.0
11,1.2584210526315793
6,0.0
17,1.0642208443157894
21,5.6842105263157805
15,34.28656826210527
17,0.022165497368421043
2,0.0
20,0.0
9,1.0
9,1.0
10,74.46
17,0.7026899029999999
18,2.4997780818947364
16,1.8421743744736843
20,1.6497029501052631
8,0.0
7,0.0
26,45.254722145263145
1,1.0
4,0.118601744
11,0.0
23,0.6225235082105263
26,10.570316128421053
21,2.0
26,38.68648489
7,0.0
17,1.0009667112105265
5,1.0
19,5.507972392
3,0.2085928626842105
11,0.0
10,0.0
5,0.0
20,1.7982997887894736
18,2.371342079
20,2.7338727807894734
25,2.0
16,3.3961574386842104
15,108.3295886
11,0.0
9,1.0
4,0.0
10,8.83
18,2.283313732
20,0.25002931300000003
6,0.4447264579473682
3,0.0
26,14.677752618421053
24,584.0751179
23,0.7819027785789474
24,1.0058546151578949
7,0.0
11,63.66
26,16.541192238947367
16,4.498422265947369
13,4.826086957
22,39.19056546894738
6,0.0
14,119.3157894736842
3,0.18495988352631576
22,6.448425553894737
14,240.26315789473682
